!Expedition polar
4.0	0.0	0.00	45.0	4.60	60.0	5.50	70.0	5.90	80.0	6.10	90.0	6.20	100.0	6.00	110.0	5.70	120.0	5.20	135.0	4.40	140.0	4.30	180.0	2.30
6.0	0.0	0.00	45.0	6.30	60.0	7.50	70.0	7.80	80.0	8.00	90.0	8.00	100.0	7.90	110.0	7.70	120.0	7.30	135.0	6.10	140.0	6.00	180.0	3.50
8.0	0.0	0.00	45.0	7.10	60.0	8.30	70.0	8.60	80.0	8.80	90.0	8.90	100.0	8.90	110.0	8.70	120.0	8.50	135.0	7.70	140.0	7.10	180.0	4.70
10.0	0.0	0.00	45.0	7.50	60.0	8.80	70.0	9.20	80.0	9.50	90.0	9.60	100.0	9.70	110.0	9.60	120.0	9.40	135.0	8.50	140.0	7.70	180.0	5.80
12.0	0.0	0.00	45.0	7.70	60.0	9.10	70.0	9.50	80.0	9.90	90.0	10.20	100.0	10.50	110.0	10.40	120.0	10.30	135.0	9.40	140.0	8.10	180.0	6.90
14.0	0.0	0.00	45.0	7.80	60.0	9.40	70.0	9.90	80.0	10.40	90.0	10.70	100.0	11.20	110.0	11.40	120.0	11.30	135.0	10.30	140.0	8.20	180.0	7.80
16.0	0.0	0.00	45.0	7.90	60.0	9.60	70.0	10.20	80.0	10.90	90.0	11.50	100.0	12.00	110.0	12.60	120.0	12.50	135.0	11.50	140.0	8.70	180.0	8.50
20.0	0.0	0.00	45.0	8.10	60.0	10.10	70.0	10.90	80.0	11.90	90.0	12.80	100.0	13.70	110.0	14.30	120.0	15.00	135.0	14.50	140.0	13.50	180.0	9.90
25.0	0.0	0.00	45.0	8.30	60.0	10.40	70.0	11.50	80.0	13.00	90.0	14.30	100.0	15.70	110.0	16.70	120.0	17.40	135.0	17.20	140.0	16.90	180.0	12.30
